,cam,frame,id,x,y
9558,2,4477,1,805,651
9559,2,4477,0,635,653
9560,1,4478,1,1801,765
9561,1,4478,0,1951,745
9562,2,4478,1,803,649
9563,2,4478,0,639,655
9564,1,4479,1,1801,761
9565,1,4479,0,1951,743
9566,2,4479,1,803,647
9567,2,4479,0,635,653
9568,1,4480,1,1801,757
9569,1,4480,0,1951,737
9570,2,4480,1,801,647
9571,2,4480,0,633,651
9572,1,4481,1,1799,753
9573,1,4481,0,1951,735
9574,2,4481,1,799,649
9575,2,4481,0,631,653
9576,1,4482,1,1801,751
9577,1,4482,0,1951,727
9578,2,4482,1,799,647
9579,2,4482,0,627,649
9580,1,4483,1,1799,745
9581,1,4483,0,1951,725
9582,2,4483,1,797,647
9583,2,4483,0,629,655
9584,1,4484,1,1801,741
9585,1,4484,0,1951,723
9586,2,4484,1,797,647
9587,2,4484,0,627,651
9588,1,4485,1,1799,737
9589,1,4485,0,1953,715
9590,2,4485,1,795,645
9591,2,4485,0,625,651
9592,1,4486,1,1799,733
9593,1,4486,0,1951,713
9594,2,4486,1,795,643
9595,2,4486,0,623,647
9596,1,4487,1,1799,729
9597,1,4487,0,1949,707
9598,2,4487,1,789,641
9599,2,4487,0,621,647
9600,1,4489,1,1801,719
9601,1,4489,0,1951,695
9602,2,4489,1,785,641
9603,2,4489,0,617,645
9604,1,4492,1,1801,705
9605,1,4492,0,1957,685
9606,2,4492,1,779,639
9607,2,4492,0,605,641
9608,1,4493,1,1803,701
9609,1,4493,0,1957,681
9610,2,4493,1,779,637
9611,2,4493,0,605,643
9612,1,4494,1,1803,695
9613,1,4494,0,1955,677
9614,2,4494,1,775,637
9615,2,4494,0,603,639
9616,1,4495,1,1803,691
9617,1,4495,0,1953,671
9618,2,4495,1,773,637
9619,2,4495,0,601,643
9620,1,4496,1,1803,685
9621,1,4496,0,1953,669
9622,2,4496,1,773,635
9623,2,4496,0,599,643
9624,1,4497,1,1801,681
9625,1,4497,0,1951,663
9626,2,4497,1,771,635
9627,2,4497,0,597,639
9628,1,4498,1,1799,675
9629,1,4498,0,1951,657
9630,2,4498,1,771,635
9631,2,4498,0,595,637
9632,1,4499,1,1797,671
9633,1,4499,0,1949,653
9634,2,4499,1,769,637
9635,2,4499,0,593,639
9636,1,4500,1,1797,665
9637,1,4500,0,1949,649
9638,2,4500,1,769,639
9639,2,4500,0,597,643
9640,1,4501,1,1795,661
9641,1,4501,0,1949,641
9642,2,4501,1,769,643
9643,2,4501,0,589,647
9644,1,4502,1,1795,655
9645,1,4502,0,1945,637
9646,2,4502,1,771,641
9647,2,4502,0,593,645
9648,1,4504,1,1791,647
9649,1,4504,0,1943,631
9650,2,4504,1,765,647
9651,2,4504,0,591,649
9652,1,4505,1,1789,643
9653,1,4505,0,1941,627
9654,2,4505,1,765,651
9655,2,4505,0,587,655
9656,1,4506,1,1787,639
9657,1,4506,0,1939,621
9658,2,4506,1,765,653
9659,2,4506,0,587,653
9660,1,4507,1,1785,635
9661,1,4507,0,1937,619
9662,2,4507,1,765,657
9663,2,4507,0,587,661
9664,1,4508,1,1783,631
9665,1,4508,0,1935,613
9666,2,4508,1,765,661
9667,2,4508,0,589,665
9668,1,4509,1,1781,627
9669,1,4509,0,1931,613
9670,2,4509,1,765,667
9671,2,4509,0,587,669
9672,1,4510,1,1779,623
9673,1,4510,0,1929,609
9674,2,4510,1,765,675
9675,2,4510,0,583,669
9676,1,4511,1,1775,619
9677,1,4511,0,1923,603
9678,2,4511,1,763,677
9679,2,4511,0,587,679
9680,1,4512,1,1771,613
9681,1,4512,0,1923,595
9682,2,4512,1,765,683
9683,2,4512,0,583,685
9684,1,4513,1,1767,611
9685,1,4513,0,1919,595
9686,2,4513,1,763,687
9687,2,4513,0,583,691
9688,1,4514,1,1765,605
9689,1,4514,0,1915,589
9690,2,4514,1,765,693
9691,2,4514,0,581,695
9692,1,4515,1,1761,601
9693,1,4515,0,1911,585
9694,2,4515,1,765,699
9695,2,4515,0,583,705
9696,1,4516,1,1759,595
9697,1,4516,0,1907,581
9698,2,4516,1,765,709
9699,2,4516,0,581,715
9700,1,4517,1,1755,591
9701,1,4517,0,1903,575
9702,2,4517,1,765,715
9703,2,4517,0,577,717
9704,1,4518,1,1753,587
9705,1,4518,0,1897,567
9706,2,4518,1,763,719
9707,2,4518,0,575,727
9708,1,4520,1,1745,579
9709,1,4520,0,1891,557
9710,2,4520,1,763,733
9711,2,4520,0,577,743
9712,1,4521,1,1741,575
9713,1,4521,0,1889,559
9714,2,4521,1,765,739
9715,2,4521,0,577,745
9716,1,4522,1,1739,573
9717,1,4522,0,1883,553
9718,2,4522,1,767,745
9719,2,4522,0,581,755
9720,1,4523,1,1735,571
9721,1,4523,0,1881,549
9722,2,4523,1,771,753
9723,2,4523,0,581,761
9724,1,4524,1,1731,567
9725,1,4524,0,1873,551
9726,2,4524,1,773,759
9727,2,4524,0,587,767
9728,1,4525,1,1727,569
9729,1,4525,0,1873,551
9730,2,4525,1,775,765
9731,2,4525,0,589,777
9732,1,4526,1,1723,567
9733,1,4526,0,1867,549
9734,2,4526,1,777,773
9735,2,4526,0,591,783
9736,1,4527,1,1719,567
9737,1,4527,0,1863,551
9738,2,4527,1,781,779
9739,2,4527,0,593,787
9740,1,4529,1,1711,569
9741,1,4529,0,1855,551
9742,2,4529,1,787,787
9743,2,4529,0,597,797
9744,1,4530,1,1709,569
9745,1,4530,0,1855,551
9746,2,4530,1,791,797
9747,2,4530,0,597,803
9748,1,4531,1,1705,571
9749,1,4531,0,1849,553
9750,2,4531,1,795,801
9751,2,4531,0,603,813
9752,1,4532,1,1703,573
9753,1,4532,0,1849,555
9754,2,4532,1,795,807
9755,2,4532,0,607,815
9756,1,4533,1,1699,575
9757,1,4533,0,1843,559
9758,2,4533,1,797,813
9759,2,4533,0,611,821
9760,1,4534,1,1697,577
9761,1,4534,0,1841,561
9762,2,4534,1,803,819
9763,2,4534,0,613,829
9764,1,4535,1,1695,577
9765,1,4535,0,1837,561
9766,2,4535,1,803,825
9767,2,4535,0,615,831
9768,1,4536,1,1691,579
9769,1,4536,0,1835,559
9770,2,4536,1,809,829
9771,2,4536,0,617,839
9772,1,4537,1,1687,579
9773,1,4537,0,1833,563
9774,2,4537,1,811,839
9775,2,4537,0,619,847
9776,1,4538,1,1685,581
9777,1,4538,0,1829,565
9778,2,4538,1,815,843
9779,2,4538,0,625,849
9780,1,4539,1,1681,583
9781,1,4539,0,1825,565
9782,2,4539,1,819,851
9783,2,4539,0,627,859
9784,1,4540,1,1677,583
9785,1,4540,0,1819,569
9786,2,4540,1,821,859
9787,2,4540,0,631,867
9788,1,4541,1,1675,585
9789,1,4541,0,1815,567
9790,2,4541,1,827,865
9791,2,4541,0,633,877
9792,1,4542,1,1671,587
9793,1,4542,0,1813,573
9794,2,4542,1,831,875
9795,2,4542,0,639,883
9796,1,4543,1,1667,591
9797,1,4543,0,1809,571
9798,2,4543,1,835,881
9799,2,4543,0,647,897
9800,1,4544,1,1663,593
9801,1,4544,0,1807,577
9802,2,4544,1,839,889
9803,2,4544,0,653,901
9804,1,4545,1,1659,595
9805,1,4545,0,1799,579
9806,2,4545,1,845,897
9807,2,4545,0,657,913
9808,1,4546,1,1655,599
9809,1,4546,0,1797,581
9810,2,4546,1,851,903
9811,2,4546,0,661,911
9812,1,4547,1,1653,605
9813,1,4547,0,1793,585
9814,2,4547,1,853,911
9815,2,4547,0,667,923
9816,1,4548,1,1649,609
9817,1,4548,0,1789,593
9818,2,4548,1,861,917
9819,2,4548,0,671,931
9820,1,4549,1,1643,613
9821,1,4549,0,1785,595
9822,2,4549,1,865,921
9823,2,4549,0,677,929
9824,1,4550,1,1641,617
9825,1,4550,0,1781,601
9826,2,4550,1,869,925
9827,2,4550,0,679,935
9828,1,4551,1,1639,623
9829,1,4551,0,1777,607
9830,2,4551,1,871,931
9831,2,4551,0,689,945
9832,1,4553,1,1635,631
9833,1,4553,0,1773,613
9834,2,4553,1,875,941
9835,2,4553,0,691,953
9836,1,4554,1,1633,635
9837,1,4554,0,1771,617
9838,2,4554,1,879,947
9839,2,4554,0,689,951
9840,1,4555,1,1633,639
9841,1,4555,0,1771,623
9842,2,4555,1,875,943
9843,2,4555,0,693,957
9844,1,4556,1,1633,643
9845,1,4556,0,1773,625
9846,2,4556,1,877,951
9847,2,4556,0,691,961
9848,1,4557,1,1633,647
9849,1,4557,0,1771,631
9850,2,4557,1,879,953
9851,2,4557,0,695,963
9852,1,4558,1,1633,649
9853,1,4558,0,1769,633
9854,2,4558,1,879,957
9855,2,4558,0,695,969
9856,1,4559,1,1631,651
9857,1,4559,0,1771,637
9858,2,4559,1,883,959
9859,2,4559,0,695,967
9860,1,4560,1,1631,655
9861,1,4560,0,1769,639
9862,2,4560,1,883,961
9863,2,4560,0,697,969
9864,1,4561,1,1631,659
9865,1,4561,0,1769,641
9866,2,4561,1,883,961
9867,2,4561,0,703,975
9868,1,4562,1,1631,663
9869,1,4562,0,1767,645
9870,2,4562,1,887,963
9871,2,4562,0,705,977
9872,1,4563,1,1631,665
9873,1,4563,0,1769,649
9874,2,4563,1,887,965
9875,2,4563,0,707,979
9876,1,4564,1,1631,671
9877,1,4564,0,1767,651
9878,2,4564,1,889,967
9879,2,4564,0,709,977
9880,1,4565,1,1631,675
9881,1,4565,0,1769,659
9882,2,4565,1,891,963
9883,2,4565,0,711,979
9884,1,4566,1,1631,681
9885,1,4566,0,1769,663
9886,2,4566,1,889,967
9887,2,4566,0,713,979
9888,1,4569,1,1633,695
9889,1,4569,0,1769,677
9890,2,4569,1,895,971
9891,2,4569,0,719,979
9892,1,4570,1,1633,701
9893,1,4570,0,1771,683
9894,2,4570,1,897,969
9895,2,4570,0,719,983
9896,1,4571,1,1633,705
9897,1,4571,0,1769,689
9898,2,4571,1,899,969
9899,2,4571,0,719,979
9900,1,4572,1,1631,711
9901,1,4572,0,1769,691
9902,2,4572,1,901,969
9903,2,4572,0,727,979
9904,1,4573,1,1631,715
9905,1,4573,0,1769,697
9906,2,4573,1,903,967
9907,2,4573,0,727,981
9908,1,4575,1,1631,723
9909,1,4575,0,1769,707
9910,2,4575,1,905,967
9911,2,4575,0,729,977
9912,1,4576,1,1633,727
9913,1,4576,0,1771,711
9914,2,4576,1,905,967
9915,2,4576,0,731,977
9916,1,4577,1,1633,731
9917,1,4577,0,1771,715
9918,2,4577,1,905,967
9919,2,4577,0,733,979
9920,1,4578,1,1633,733
9921,1,4578,0,1769,717
9922,2,4578,1,907,967
9923,2,4578,0,731,977
9924,1,4579,1,1631,737
9925,1,4579,0,1771,721
9926,2,4579,1,907,965
9927,2,4579,0,735,979
9928,1,4580,1,1633,741
9929,1,4580,0,1771,723
9930,2,4580,1,909,965
9931,2,4580,0,733,975
9932,1,4582,1,1635,747
9933,1,4582,0,1769,727
9934,2,4582,1,909,963
9935,2,4582,0,733,977
9936,1,4583,1,1635,751
9937,1,4583,0,1771,733
9938,2,4583,1,909,961
9939,2,4583,0,739,977
9940,1,4584,1,1635,753
9941,1,4584,0,1773,737
9942,2,4584,1,909,961
9943,2,4584,0,737,975
9944,1,4585,1,1637,759
9945,1,4585,0,1771,741
9946,2,4585,1,913,961
9947,2,4585,0,739,975
9948,1,4586,1,1637,763
9949,1,4586,0,1773,745
9950,2,4586,1,913,961
9951,2,4586,0,743,969
9952,1,4587,1,1637,767
9953,1,4587,0,1773,749
9954,2,4587,1,913,959
9955,2,4587,0,743,969
9956,1,4589,1,1639,775
9957,1,4589,0,1775,757
9958,2,4589,1,913,955
9959,2,4589,0,745,971
9960,1,4590,1,1639,779
9961,1,4590,0,1775,763
9962,2,4590,1,915,957
9963,2,4590,0,745,967
9964,1,4591,1,1641,785
9965,1,4591,0,1777,769
9966,2,4591,1,919,957
9967,2,4591,0,747,967
9968,1,4592,1,1641,789
9969,1,4592,0,1779,771
9970,2,4592,1,917,957
9971,2,4592,0,745,965
9972,1,4593,1,1641,793
9973,1,4593,0,1779,777
9974,2,4593,1,919,955
9975,2,4593,0,751,967
9976,1,4595,1,1643,801
9977,1,4595,0,1781,785
9978,2,4595,1,917,953
9979,2,4595,0,749,965
9980,1,4596,1,1645,805
9981,1,4596,0,1781,787
9982,2,4596,1,917,953
9983,2,4596,0,749,963
9984,1,4598,1,1647,813
9985,1,4598,0,1785,795
9986,2,4598,1,917,951
9987,2,4598,0,749,965
9988,1,4599,1,1649,817
9989,1,4599,0,1787,801
9990,2,4599,1,917,953
9991,2,4599,0,749,965
9992,1,4600,1,1649,821
9993,1,4600,0,1785,803
9994,2,4600,1,917,953
9995,2,4600,0,753,961
9996,1,4601,1,1651,823
9997,1,4601,0,1787,805
9998,2,4601,1,913,953
9999,2,4601,0,747,965
10000,1,4602,1,1651,827
10001,1,4602,0,1789,809
10002,2,4602,1,915,953
10003,2,4602,0,753,961
10004,1,4603,1,1653,831
10005,1,4603,0,1789,813
10006,2,4603,1,917,955
10007,2,4603,0,753,965
10008,1,4604,1,1653,833
10009,1,4604,0,1789,815
10010,2,4604,1,917,957
10011,2,4604,0,753,965
10012,1,4605,1,1653,835
10013,1,4605,0,1789,817
10014,2,4605,1,917,955
10015,2,4605,0,755,967
10016,1,4606,1,1653,837
10017,1,4606,0,1789,819
10018,2,4606,1,921,957
10019,2,4606,0,757,969
10020,1,4607,1,1653,839
10021,1,4607,0,1787,823
10022,2,4607,1,921,961
10023,2,4607,0,757,973
10024,1,4608,1,1651,841
10025,1,4608,0,1787,823
10026,2,4608,1,921,959
10027,2,4608,0,757,969
10028,1,4609,1,1651,843
10029,1,4609,0,1785,825
10030,2,4609,1,923,963
10031,2,4609,0,759,975
10032,1,4610,1,1649,845
10033,1,4610,0,1785,827
10034,2,4610,1,925,963
10035,2,4610,0,763,971
10036,1,4611,1,1649,845
10037,1,4611,0,1785,827
10038,2,4611,1,927,963
10039,2,4611,0,763,975
10040,1,4612,1,1647,847
10041,1,4612,0,1783,829
10042,2,4612,1,927,963
10043,2,4612,0,763,975
10044,1,4613,1,1647,847
10045,1,4613,0,1783,829
10046,2,4613,1,927,965
10047,2,4613,0,763,979
10048,1,4614,1,1647,847
10049,1,4614,0,1781,831
10050,2,4614,1,925,965
10051,2,4614,0,767,975
10052,1,4615,1,1647,849
10053,1,4615,0,1781,831
10054,2,4615,1,927,965
10055,2,4615,0,765,977
10056,1,4616,1,1645,849
10057,1,4616,0,1781,831
10058,2,4616,1,931,965
10059,2,4616,0,765,979
10060,1,4617,1,1645,851
10061,1,4617,0,1779,833
10062,2,4617,1,933,967
10063,2,4617,0,769,979
10064,1,4618,1,1643,853
10065,1,4618,0,1777,835
10066,2,4618,1,935,967
10067,2,4618,0,771,979
10068,1,4619,1,1641,855
10069,1,4619,0,1777,835
10070,2,4619,1,939,967
10071,2,4619,0,775,979
10072,1,4620,1,1639,857
10073,1,4620,0,1775,837
10074,2,4620,1,941,967
10075,2,4620,0,779,979
10076,1,4621,1,1637,859
10077,1,4621,0,1771,841
10078,2,4621,1,945,967
10079,2,4621,0,785,981
10080,1,4622,1,1633,861
10081,1,4622,0,1769,843
10082,2,4622,1,949,965
10083,2,4622,0,787,979
10084,1,4623,1,1631,863
10085,1,4623,0,1767,845
10086,2,4623,1,953,967
10087,2,4623,0,793,979
10088,1,4624,1,1629,865
10089,1,4624,0,1765,849
10090,2,4624,1,959,967
10091,2,4624,0,793,977
10092,1,4625,1,1625,869
10093,1,4625,0,1761,851
10094,2,4625,1,959,965
10095,2,4625,0,801,979
10096,1,4626,1,1623,869
10097,1,4626,0,1759,853
10098,2,4626,1,965,963
10099,2,4626,0,801,973
10100,1,4628,1,1617,873
10101,1,4628,0,1753,857
10102,2,4628,1,973,965
10103,2,4628,0,813,973
10104,1,4629,1,1615,875
10105,1,4629,0,1753,859
10106,2,4629,1,975,961
10107,2,4629,0,817,971
10108,1,4630,1,1611,875
10109,1,4630,0,1749,861
10110,2,4630,1,981,959
10111,2,4630,0,819,971
10112,1,4631,1,1609,877
10113,1,4631,0,1747,861
10114,2,4631,1,985,959
10115,2,4631,0,823,971
10116,1,4632,1,1605,877
10117,1,4632,0,1743,861
10118,2,4632,1,991,957
10119,2,4632,0,829,973
10120,1,4633,1,1601,877
10121,1,4633,0,1739,863
10122,2,4633,1,995,959
10123,2,4633,0,833,969
10124,1,4634,1,1597,877
10125,1,4634,0,1735,861
10126,2,4634,1,999,959
10127,2,4634,0,839,973
10128,1,4636,1,1587,875
10129,1,4636,0,1727,861
10130,2,4636,1,1011,959
10131,2,4636,0,849,971
10132,1,4637,1,1583,875
10133,1,4637,0,1721,861
10134,2,4637,1,1017,957
10135,2,4637,0,853,969
10136,1,4638,1,1577,875
10137,1,4638,0,1715,859
10138,2,4638,1,1021,959
10139,2,4638,0,857,973
10140,1,4639,1,1573,875
10141,1,4639,0,1715,859
10142,2,4639,1,1025,959
10143,2,4639,0,861,975
10144,1,4641,1,1565,875
10145,1,4641,0,1705,859
10146,2,4641,1,1033,957
10147,2,4641,0,869,971
10148,1,4642,1,1561,875
10149,1,4642,0,1701,859
10150,2,4642,1,1039,955
10151,2,4642,0,871,967
10152,1,4643,1,1557,873
10153,1,4643,0,1699,859
10154,2,4643,1,1039,953
10155,2,4643,0,875,969
10156,1,4645,1,1551,875
10157,1,4645,0,1695,859
10158,2,4645,1,1045,953
10159,2,4645,0,879,963
10160,1,4646,1,1549,875
10161,1,4646,0,1693,861
10162,2,4646,1,1047,949
10163,2,4646,0,883,963
10164,1,4648,1,1547,875
10165,1,4648,0,1689,861
10166,2,4648,1,1049,947
10167,2,4648,0,883,959
10168,1,4650,1,1545,873
10169,1,4650,0,1689,859
10170,2,4650,1,1053,943
10171,2,4650,0,885,955
10172,1,4651,1,1543,873
10173,1,4651,0,1687,859
10174,2,4651,1,1055,941
10175,2,4651,0,889,951
10176,1,4653,1,1539,871
10177,1,4653,0,1683,859
10178,2,4653,1,1059,939
10179,2,4653,0,891,951
10180,1,4654,1,1537,869
10181,1,4654,0,1683,855
10182,2,4654,1,1059,939
10183,2,4654,0,891,947
10184,1,4655,1,1535,867
10185,1,4655,0,1681,855
10186,2,4655,1,1059,937
10187,2,4655,0,895,949
10188,1,4656,1,1533,865
10189,1,4656,0,1679,851
10190,2,4656,1,1061,937
10191,2,4656,0,893,949
10192,1,4657,1,1533,861
10193,1,4657,0,1677,849
10194,2,4657,1,1061,939
10195,2,4657,0,895,951
10196,1,4658,1,1531,859
10197,1,4658,0,1675,845
10198,2,4658,1,1061,939
10199,2,4658,0,893,949
10200,1,4659,1,1531,855
10201,1,4659,0,1675,841
10202,2,4659,1,1061,937
10203,2,4659,0,893,949
10204,1,4660,1,1529,851
10205,1,4660,0,1673,837
10206,2,4660,1,1063,937
10207,2,4660,0,893,949
10208,1,4661,1,1527,847
10209,1,4661,0,1673,833
10210,2,4661,1,1063,937
10211,2,4661,0,893,949
10212,1,4662,1,1527,843
10213,1,4662,0,1671,829
10214,2,4662,1,1063,939
10215,2,4662,0,893,951
10216,1,4663,1,1525,839
10217,1,4663,0,1671,825
10218,2,4663,1,1063,939
10219,2,4663,0,895,949
10220,1,4664,1,1525,835
10221,1,4664,0,1669,821
10222,2,4664,1,1065,939
10223,2,4664,0,895,953
10224,1,4665,1,1523,831
10225,1,4665,0,1669,815
10226,2,4665,1,1065,939
10227,2,4665,0,893,951
10228,1,4666,1,1523,829
10229,1,4666,0,1669,813
10230,2,4666,1,1065,939
10231,2,4666,0,893,951
10232,1,4667,1,1521,827
10233,1,4667,0,1667,811
10234,2,4667,1,1065,941
10235,2,4667,0,893,949
10236,1,4668,1,1521,823
10237,1,4668,0,1665,807
10238,2,4668,1,1071,941
10239,2,4668,0,895,953
10240,1,4669,1,1519,819
10241,1,4669,0,1665,805
10242,2,4669,1,1069,941
10243,2,4669,0,895,953
10244,1,4670,1,1517,817
10245,1,4670,0,1663,803
10246,2,4670,1,1069,941
10247,2,4670,0,897,953
10248,1,4671,1,1515,815
10249,1,4671,0,1661,801
10250,2,4671,1,1071,943
10251,2,4671,0,897,949
10252,1,4672,1,1513,813
10253,1,4672,0,1659,799
10254,2,4672,1,1075,941
10255,2,4672,0,901,951
10256,1,4673,1,1511,811
10257,1,4673,0,1659,795
10258,2,4673,1,1073,943
10259,2,4673,0,899,955
10260,1,4674,1,1509,805
10261,1,4674,0,1657,793
10262,2,4674,1,1075,945
10263,2,4674,0,899,955
10264,1,4675,1,1509,805
10265,1,4675,0,1655,789
10266,2,4675,1,1073,943
10267,2,4675,0,899,955
10268,1,4676,1,1509,801
10269,1,4676,0,1655,787
10270,2,4676,1,1073,945
10271,2,4676,0,897,955
10272,1,4678,1,1507,793
10273,1,4678,0,1653,779
10274,2,4678,1,1071,943
10275,2,4678,0,895,951
10276,1,4679,1,1507,789
10277,1,4679,0,1655,775
10278,2,4679,1,1069,941
10279,2,4679,0,893,955
10280,1,4680,1,1509,785
10281,1,4680,0,1655,771
10282,2,4680,1,1067,941
10283,2,4680,0,889,951
10284,1,4681,1,1507,779
10285,1,4681,0,1653,765
10286,2,4681,1,1069,939
10287,2,4681,0,889,951
10288,1,4682,1,1507,775
10289,1,4682,0,1655,761
10290,2,4682,1,1065,941
10291,2,4682,0,887,949
10292,1,4683,1,1507,771
10293,1,4683,0,1655,755
10294,2,4683,1,1065,939
10295,2,4683,0,887,951
10296,1,4684,1,1509,767
10297,1,4684,0,1655,751
10298,2,4684,1,1065,939
10299,2,4684,0,885,945
10300,1,4685,1,1509,763
10301,1,4685,0,1655,747
10302,2,4685,1,1063,937
10303,2,4685,0,885,947
10304,1,4686,1,1509,757
10305,1,4686,0,1657,743
10306,2,4686,1,1061,933
10307,2,4686,0,879,943
10308,1,4687,1,1509,753
10309,1,4687,0,1657,739
10310,2,4687,1,1059,933
10311,2,4687,0,877,945
10312,1,4689,1,1511,747
10313,1,4689,0,1657,731
10314,2,4689,1,1059,929
10315,2,4689,0,875,935
10316,1,4690,1,1511,743
10317,1,4690,0,1659,727
10318,2,4690,1,1057,927
10319,2,4690,0,873,939
10320,1,4691,1,1511,739
10321,1,4691,0,1659,723
10322,2,4691,1,1055,925
10323,2,4691,0,873,935
10324,1,4692,1,1513,737
10325,1,4692,0,1661,719
10326,2,4692,1,1053,925
10327,2,4692,0,871,931
10328,1,4693,1,1513,733
10329,1,4693,0,1659,715
10330,2,4693,1,1053,921
10331,2,4693,0,869,929
10332,1,4694,1,1515,731
10333,1,4694,0,1661,713
10334,2,4694,1,1053,921
10335,2,4694,0,865,929
10336,1,4695,1,1515,725
10337,1,4695,0,1661,711
10338,2,4695,1,1051,919
10339,2,4695,0,869,927
10340,1,4696,1,1515,721
10341,1,4696,0,1663,705
10342,2,4696,1,1051,915
10343,2,4696,0,865,925
10344,1,4697,1,1515,719
10345,1,4697,0,1663,703
10346,2,4697,1,1049,915
10347,2,4697,0,865,925
10348,1,4698,1,1515,715
10349,1,4698,0,1663,699
10350,2,4698,1,1051,915
10351,2,4698,0,863,921
10352,1,4699,1,1515,711
10353,1,4699,0,1663,693
10354,2,4699,1,1049,913
10355,2,4699,0,863,921
10356,1,4700,1,1513,707
10357,1,4700,0,1665,691
10358,2,4700,1,1051,915
10359,2,4700,0,861,921
10360,1,4701,1,1513,701
10361,1,4701,0,1663,687
10362,2,4701,1,1053,917
10363,2,4701,0,861,925
10364,1,4702,1,1511,699
10365,1,4702,0,1659,683
10366,2,4702,1,1051,917
10367,2,4702,0,861,923
10368,1,4703,1,1509,693
10369,1,4703,0,1657,675
10370,2,4703,1,1055,917
10371,2,4703,0,865,927
10372,1,4704,1,1507,689
10373,1,4704,0,1655,671
10374,2,4704,1,1055,921
10375,2,4704,0,867,929
10376,1,4705,1,1503,685
10377,1,4705,0,1651,667
10378,2,4705,1,1059,923
10379,2,4705,0,863,929
10380,1,4706,1,1501,677
10381,1,4706,0,1651,661
10382,2,4706,1,1059,925
10383,2,4706,0,865,935
10384,1,4707,1,1497,671
10385,1,4707,0,1647,655
10386,2,4707,1,1063,925
10387,2,4707,0,867,941
10388,1,4708,1,1495,667
10389,1,4708,0,1643,649
10390,2,4708,1,1063,929
10391,2,4708,0,867,941
10392,1,4710,1,1489,657
10393,1,4710,0,1637,637
10394,2,4710,1,1069,935
10395,2,4710,0,871,949
10396,1,4711,1,1485,653
10397,1,4711,0,1635,631
10398,2,4711,1,1071,937
10399,2,4711,0,873,943
10400,1,4712,1,1483,649
10401,1,4712,0,1631,627
10402,2,4712,1,1073,939
10403,2,4712,0,875,951
10404,1,4714,1,1477,641
10405,1,4714,0,1625,619
10406,2,4714,1,1079,941
10407,2,4714,0,879,951
10408,1,4715,1,1475,635
10409,1,4715,0,1623,617
10410,2,4715,1,1081,943
10411,2,4715,0,883,955
10412,1,4716,1,1469,633
10413,1,4716,0,1619,613
10414,2,4716,1,1087,945
10415,2,4716,0,887,955
10416,1,4717,1,1467,631
10417,1,4717,0,1615,609
10418,2,4717,1,1091,949
10419,2,4717,0,891,959
10420,1,4718,1,1463,627
10421,1,4718,0,1611,607
10422,2,4718,1,1095,947
10423,2,4718,0,889,963
10424,1,4719,1,1461,625
10425,1,4719,0,1607,603
10426,2,4719,1,1099,953
10427,2,4719,0,891,963
10428,1,4720,1,1457,621
10429,1,4720,0,1605,601
10430,2,4720,1,1101,957
10431,2,4720,0,899,969
10432,1,4721,1,1455,619
10433,1,4721,0,1601,599
10434,2,4721,1,1103,961
10435,2,4721,0,901,973
10436,1,4722,1,1451,617
10437,1,4722,0,1599,597
10438,2,4722,1,1107,965
10439,2,4722,0,901,979
10440,1,4723,1,1447,613
10441,1,4723,0,1595,593
10442,2,4723,1,1111,971
10443,2,4723,0,907,985
10444,1,4724,1,1445,611
10445,1,4724,0,1591,589
10446,2,4724,1,1113,977
10447,2,4724,0,909,993
10448,1,4725,1,1441,609
10449,1,4725,0,1587,589
10450,2,4725,1,1119,981
10451,2,4725,0,913,995
10452,1,4726,1,1437,607
10453,1,4726,0,1583,585
10454,2,4726,1,1125,985
10455,2,4726,0,915,1001
10456,1,4727,1,1431,605
10457,1,4727,0,1579,583
10458,2,4727,1,1129,993
10459,2,4727,0,919,1009
10460,1,4728,1,1429,603
10461,1,4728,0,1573,581
10462,2,4728,1,1133,997
10463,2,4728,0,927,1017
10464,1,4729,1,1425,603
10465,1,4729,0,1569,579
10466,2,4729,1,1137,1003
10467,2,4729,0,927,1021
10468,1,4730,1,1421,601
10469,1,4730,0,1565,577
10470,2,4730,1,1143,1007
10471,2,4730,0,931,1025
10472,1,4731,1,1417,599
10473,1,4731,0,1563,575
10474,2,4731,1,1147,1011
10475,2,4731,0,939,1031
10476,1,4732,1,1413,599
10477,1,4732,0,1557,573
10478,2,4732,1,1151,1015
10479,2,4732,0,941,1035
10480,1,4733,1,1411,599
10481,1,4733,0,1555,571
10482,2,4733,1,1153,1019
10483,2,4733,0,945,1039
10484,1,4734,1,1407,597
10485,1,4734,0,1549,569
10486,2,4734,1,1157,1023
10487,2,4734,0,947,1043
10488,1,4735,1,1403,597
10489,1,4735,0,1547,569
10490,2,4735,1,1159,1021
10491,2,4735,0,949,1045
10492,1,4736,1,1401,597
10493,1,4736,0,1543,567
10494,2,4736,1,1163,1025
10495,2,4736,0,951,1043
10496,1,4737,1,1399,595
10497,1,4737,0,1543,567
10498,2,4737,1,1165,1023
10499,2,4737,0,951,1049
10500,1,4738,1,1397,595
10501,1,4738,0,1541,567
10502,2,4738,1,1165,1023
10503,2,4738,0,957,1049
10504,1,4739,1,1395,597
10505,1,4739,0,1539,569
10506,2,4739,1,1165,1025
10507,2,4739,0,953,1043
10508,1,4740,1,1395,597
10509,1,4740,0,1537,571
10510,2,4740,1,1167,1025
10511,2,4740,0,959,1047
10512,1,4741,1,1393,597
10513,1,4741,0,1537,569
